capacity, state, code, herb, height, tonnes
  259.9,close,8!82{5L}RR,Mint,52,2212
 3671.3,close,6!86{5M}DJ,Mint,47,2246
  648.9,close,9!28{8Q}HZ,Thyme,53,716
  236.0,close,1!64{8N}FK,Rosemary,45,2806
  428.2,close,8!63{2P}IG,Thyme,38,1185
   41.9,close,9!58{4J}DI,Mint,47,3631
  457.5,close,7!68{2P}DK,Sage,51,1979
  493.6,close,2!30{0R}GX,Rosemary,30,1526
 2120.7,close,8!62{7Y}HU,Bay,23,3494
  443.7,close,6!01{3X}AW,Basil,48,10055
  181.4,close,5!50{0X}PJ,Rosemary,50,2294
  636.4,close,8#!88{4U}VS,Basil,47,2283
 2485.5,close,3!17{2K}LF,Rosemary,9,893
  495.4,close,=!19{6Z}WZ,Thyme,54,9037
 2638.1,close,5!02{7W}YZ,Bergamot,50,8755
  618.8,open,6!06{0J}BL,Borage,47,3063
  563.8,close,71!01{7M}WH,Bay,46,7322
  400.6,open,9!56{4B}AA,Rosemary,53,10418
  560.9,close,5!95{8O}UD,Thyme,36,7478
  234.9,open,7!00{5N}SE,Rosemary,51,2556
   67.2,close,3!31{4Z}EG,Marjoram,18,2288
 2287.6,open,0!64{3C}HH,Rosemary,46,2158
  568.3,open,9!40{76}UT,Borage,51,9323
  378.3,close,2!95u9Y}HY,Mint,53,8783
   65.0,close,2!80{8I}SE,Mint,51,746
  399.5,close,6!24{2Q}QW,Thyme,45,854
  629.0,close,6!49{9I}GT,Bay,45,7961
 2392.5,close,4!45{2G}IR,Dill,44,1396
  207.1,open,6!72{4X}SZ,Oregano,45,11610
   69.5,open,9!67{6P}MW,Coriander,46,6304
  251.5,close,1!43{4C}GD,Dill,44,284
  901.9,close,8!81{9H}OC,Coriander,48,1930
  227.8,close,8!24{6O}YV,Fennel,50,6621
   33.8,open,8!59{6B}CH,Basil,45,1220
  681.5,open,7!75{5X}TD,Marjoram,50,2169
  612.4,close,3!12{4O}KN,Dill,16,2924
  300.3,open,8!44{0H}HJ,Basil,53,6926
  280.0,close,2!89{5Z}CJ,Thyme,54,9281
  594.1,open,9!15{1X}WJ,Rosemary,45,96
  476.4,open,0!42{1M}CU,Coriander,50,10040
 3811.5,open,0!50{6C}JF,Thyme,54,7677
    3.4,open,7!24{6P}EQ,Basil,11,4417
 2467.4,close,0!96{7U}GU,Basil,8,4581
  116.9,close,7!18{1U}JB,Sage,47,1922
  391.5,close,2!49{2W}JI,Bergamot,53,597
  497.3,close,6!89{3G}TY,Coriander,14,7573
  153.9,close,1!12{6V}VH,Bay,38,6590
  646.4,close,8!13{0W}AS,Bay,46,3275
   78.5,close,3!29{4O}CO,Oregano,53,569
  147.4,open,7!55{2E}FQ,Fennel,53,2898
  605.1,open,6!27{2S}TQ,Mint,51,2561
  361.2,open,1!51{0O}WB,Basil,53,1270
  140.7,close,}!68{4X}TT,Sage,46,3209
  497.3,open,1!27{4M}RH,Bay,44,2163
  128.1,open,4!08{8L}YL,Bay,52,2281
  502.8,close,8!81{9Q}GC,Thyme,51,1490
 1638.4,close,0!38{0J}WG,Mint,53,2336
 2497.1,open,4!77{0C}HJ,Bay,52,1330
  640.3,open,7!=2{6P}QZ,Coriander,52,1477
  637.9,close,5!73{8L}~C,Borage,49,3005
  596.3,open,3!8{7B}LH,Rosemary,54,2365
  435.1,close,1!85{6X}NV,Borage,11,5130
  280.9,open,0!18{1F}RL,Mint,52,8785
 1344.1,open,5!79{7N}LI,Coriander,29,172
 2250.9,open,8!37{8U}OG,Sage,47,1148
  144.2,close,5!28{0L}IX,Rosemary,53,668
  755.5,open,9!24{8Y}MU,Marjoram,49,4199
  677.3,close,6!69{5N}DR,Basil,47,142
  415.8,close,7!78{3V}PH,Coriander,10,2994
  183.6,close,6!11{0J}RR,Sage,14,5301
  298.4,close,4!68{0W}GL,Dill,54,8259
 3649.1,close,6!20{0N}DO,Bergamot,34,4958
  500.8,close,4!21o9Z}BD,Borage,52,2901
  266.7,open,6!34{4W}FJ,Basil,47,5998
  204.7,open,7!55{5T}JN,Rosemary,46,3001
  280.9,close,0!81{2A}FIS,Mint,21,1703
 1927.6,close,4!09{3F}JZ,Bergamot,46,6406
  507.5,open,4!95{1D}ZK,Fennel,47,3076
  611.6,close,6!14{1Y}HI,Sage,51,1232
  655.1,close,5!45{4H}TR,Dill,17,502
  622.5,close,5!63{1B}PU,Borage,16,10533
  608.3,close,8!34{0G}SK,Rosemary,48,2374
    8.2,close,0!2{4F}XR,Thyme,45,3515
  418.9,close,Y!90{4S}ON,Dill,51,738
  239.6,close,0!90{2M}UY,Thyme,10,993
  504.4,open,9!42{5O}RT,Rosemary,28,2946
  435.5,close,5!49{5S}KI,Thyme,44,963
  326.9,close,8!73{7Y}UJ,Rosemary,46,1732
  284.3,open,2!63{0M}QZ,Marjoram,48,2317
  574.4,close,7!26{1P}WA,Coriander,49,6865
  100.1,close,3!92{2Q}RN,Coriander,52,11731
  152.9,close,2!76{3Q}IU,Bergamot,46,2446
  121.5,close,6!7{6V}DD,Bay,14,5530
  131.8,open,8!21{5X}EO,Bay,52,3521
  355.1,close,2!49{3E}QJ,Bay,52,3581
 3321.0,open,4!50{2J}BH,Thyme,53,3685
  104.4,close,8!86{6W}WO,Rosemary,20,5111
  331.8,close,9!35{4G}fP,Marjoram,52,3248
   83.9,close,6!72{8F}MB,Bergamot,8,3571
  301.1,open,2!15{3C}RL,Rosemary,47,3287
  154.4,close,3!15{8F}PM,Dill,44,8953
 2133.5,open,6!99{7Q}TW,Sage,41,2869
 1865.7,open,0!24{6D}ML,Bay,44,1721
 2456.4,close,4!18{5X}HR,Basil,54,11779
 3453.0,open,4!06{3I}NA,Dill,45,28
   88.8,open,2!q4{8V}RS,Fennel,45,370
   23.9,open,6!48{8L}QC,Coriander,35,2823
  510.9,open,2!95{6V}NX,Dill,52,286
  291.2,close,7!02{0R}KR,Coriander,46,471
  468.7,close,9!98{7J}KI,Mint,48,1710
  199.5,close,7!32{7Y}YH,Oregano,49,1430
  414.3,close,8!07{8W}NT,Marjoram,25,1446
  438.3,close,3!03{3C}RA,Fennel,46,1667
  497.5,close,2!44F6D}EI,Fennel,52,375
 3840.3,open,72!55{1T}IS,Basil,53,7745
 1033.0,open,6!44{1P}CC,Sage,53,4361
  820.8,close,2!44{6M}MR,Mint,47,11506
  596.8,open,6!41{1I}ZL,Coriander,28,3389
  372.8,close,9!16{3H}AV,Basil,45,8604
 1845.0,open,6!03{4N}RJ,Fennel,47,1017
  277.5,close,3!48{5L}AV,Basil,45,3522
  610.5,open,4!49{3Z}IF,Coriander,44,1945
  348.8,close,9!09{6T}YD,Bergamot,46,8321
  226.7,close,1!91{0C}IQ,Borage,54,2966
  616.4,open,7!17{8L}BY,Dill,54,1026
  170.0,close,2!38{6L}KX,Oregano,50,523
 3168.7,open,5!80{3Z}ZZ,Marjoram,46,3346
  449.5,close,5!91{3O}UG,Bergamot,42,8396
  540.3,open,3!343H}XS,Mint,46,2625
  358.9,close,0!13{9D}XT,Sage,51,1690
  949.8,open,4!76{4E}CP,Mint,45,10876
  533.8,open,9!72t1Z}IB,Mint,32,10287
 3703.3,open,4!12{5F}WF,Bergamot,49,9687
 2302.5,close,4!31{6B}CV,Fennel,49,1300
  431.3,open,0!31{8P}HZ,Basil,35,7905
   83.4,open,2!30{0O}RN,Bay,45,3773
  268.7,open,9!42{4E}SQ,Bay,52,830
   30.5,open,8!89{6Q}AM,Dill,54,2993
  296.6,open,1!24{3E}RZ,Coriander,47,548
  339.0,open,2!58{5N}MA,Dill,45,1484
  202.8,close,4!21{7L}OK,Coriander,45,3045
  481.9,open,0!48{2R}WY,Rosemary,52,4589
  335.2,open,6!11{8I}OO,Mint,48,7036
  655.8,open,9!64{1H}QB,Rosemary,52,3300
 1885.2,close,2!12{1Z}AR,Bay,52,283
  278.1,open,3!61{5O}EO,Bay,45,1328
  484.4,close,7!20{0B}LZ,Coriander,49,1707
 1417.8,close,6x03{4R}IG,Bay,45,10569
  490.2,open,7!70{7V}ZD,Thyme,34,54
 1098.0,close,4S25{7F}HV,Dill,44,3231
  190.4,open,5!84{3Z}FG,Thyme,7,3545
 2674.0,open,9!11{4M}YV,Borage,49,439
   99.4,close,1!62{6V}JV,Dill,45,2358
  305.7,close,2!63{6N}YO,Marjoram,54,1544
  609.3,close,6!36{6E}OA,Dill,44,4508
  387.7,open,9!39{ZG}RI,Thyme,17,931
  520.6,open,2!75{2Q}AO,Rosemary,46,4704
    7.8,close,3!61{9J}JA,Fennel,27,3208
  579.1,close,0!43{3A}ZK,Thyme,54,2677
 1742.0,open,8!74{5L}GE,Rosemary,15,196
  211.9,close,2!60{2N}JB,Coriander,25,5848
  310.0,open,2!27{yT}CV,Mint,48,2403
  549.4,open,9!1U{9A}IC,Mint,54,8941
 3040.1,open,0!79{1J}GQ,Basil,50,438
  364.8,close,0!51{7X}OB,Sage,32,467
   36.5,open,4!70{4M}GJ,Coriander,51,2246
  435.1,close,9!26{7I}SC,Basil,49,1814
  493.6,open,7!06{7T}LA,Mint,48,6465
  156.1,close,7!32{3S}YI,Basil,47,2788
  185.6,open,2!42{8Q}HM,Fennel,54,3131
 3655.8,close,2!33{1E}AJ,Marjoram,50,3058
 3193.0,open,3!97{5O}AG,Basil,39,1110
 3160.3,close,0!42{5U}YQ,Fennel,41,1898
  196.3,close,0!90{2U}GR,Dill,48,1595
  248.0,close,3!92{2U}BL,Dill,47,232
  101.0,close,8!3{5Y}WB,Oregano,45,1981
  238.7,close,0!10{5C}SD,Basil,17,11959
  433.7,close,8!04{7E}NC,Mint,52,1479
  145.9,close,6!28{4Q}OX,Borage,45,89
  248.8,open,0!61{8B}KI,Thyme,45,2693
  191.9,close,1!33{9S}DF,Rosemary,44,436
  504.4,open,7!86{6D}TB,Bay,50,4391
  619.6,close,8!92{5T}IR,Sage,18,2957
  365.8,open,1!70{0N}FT,Mint,46,2646
   93.6,open,2!57{7B}YG,Coriander,51,2176
  124.0,open,6!26{4W}JM,Fennel,52,1985
  399.0,close,0!83{0U}SS,Thyme,47,10598
  614.9,open,9!42{6I}IB,Coriander,46,347
  298.4,close,3!09{0N}QW,Fennel,40,1798
 1432.0,open,2!92{6F}YK,Coriander,46,2551
  334.2,open,7!59{5F}CT,Sage,54,1276
  169.0,close,1!04{2L}CT,Mint,50,2999
  693.4,close,8!37{2B}YH,Thyme,44,9334
   86.4,close,2!40{4V}NP,Coriander,36,6310
  438.1,close,9!20{3X}WD,Bay,45,11774
 3609.3,close,0!20{8I}VW,Sage,26,8608
  501.6,close,0!13{0H}EA,Mint,53,2482
  453.9,open,4!85{3Z}VS,Dill,48,3310
  168.1,close,6!11{6J}GJ,Coriander,48,11093
  223.3,close,3!96{9A}DD,Thyme,52,2789
  594.2,open,4!63{1Q}UE,Basil,53,4151
  604.8,close,8!07{1P}FI,Bay,41,1601
 2424.9,open,6!43{9U}PX,Marjoram,48,966
    2.1,close,8!86{0C}OR,Basil,13,2844
  301.4,open,8!76{0Z}IM,Coriander,39,2098
  169.1,close,5!76{9S}LH,Bay,40,1837
  258.2,close,5!62{2X}XW,Bergamot,43,1984
  614.3,open,2!73{3O}AT,Coriander,44,2851
  603.7,close,6!97{4U}HC,Rosemary,6,624
  757.8,open,6!56{8C}WM,Bay,36,765
  643.3,open,6!74{1A}IE,Rosemary,49,2175
  399.6,close,9!80{7N}CU,Bay,53,4596
  779.7,open,7!06{5J}TF,Marjoram,43,2028
 3343.4,open,4!336J}AZ,Marjoram,48,926
  182.8,close,6!85b3H}BB,Bergamot,45,10912
  199.7,open,4!14{7R}NE,Bay,45,163
  551.4,close,4!65{0X}KH,Basil,51,1592
   34.6,open,0!10{5V}KN,Rosemary,49,705
 2756.2,close,4!Z1{6P}GL,Thyme,51,2049
  346.9,open,8!87{0M}VF,Bay,44,3561
 1444.7,open,5!45{4O}XZ,Fennel,50,1353
  567.1,close,4!26{4J}BS,Oregano,52,2651
  905.0,close,7!12{6R}VX,Rosemary,47,277
  420.5,open,0!4{1C}AH,Bay,53,3417
   73.8,close,1!84{8F}MB,Mint,48,1247
 1210.6,close,3!53{3M}ST,Basil,50,1442
  349.6,close,5!86{4T}AV,Dill,49,3650
 1528.1,close,2!04{8S}NL,Oregano,51,5548
 2376.5,close,4!38{5P}ZF,Rosemary,46,2214
    7.3,close,9!02{8Y}QV,Mint,45,1107
   55.0,close,8!85{7E}EG,Thyme,43,2222
  125.0,open,7!941{3V}VK,Sage,46,29
   65.3,open,7!83{4W}QJ,Sage,50,1379
  288.1,close,3!64{4V}MT,Marjoram,46,699
  548.6,open,2!06{1D}OY,Bay,52,1943
  112.6,open,8!37{6A}AJ,Fennel,45,2544
  340.7,close,0!17{8D}WN,Fennel,44,11196
  679.4,close,2!1B{0T}ZG,Mint,13,1323
 3862.7,close,1!94{9S}PB,Fennel,52,6874
    2.8,close,7!46{8H}CF,Thyme,53,2426
  220.5,close,6!71{6C}FK,Dill,54,3471
 2557.4,open,8!10{9Y}QA,Mint,48,7678
  286.6,close,7!25{2T}YC,Thyme,51,917
  344.3,close,8!40{7J}BH,Dill,52,11042
  533.8,close,2!73{1T}FQ,Sage,17,7054
  527.0,open,6!56{1C}AC,Mint,53,2109
   22.6,close,3!54{2H}BG,Fennel,8,7313
  661.8,close,3!7{2C}XD,Thyme,49,1206
  129.1,close,0!73{1U}PW,Mint,50,2064
  684.5,open,1!33{3R}IL,Sage,52,6981
  270.6,close,4!21{8N}CR,Mint,50,941
  471.9,close,6!02{8Y}OP,Mint,43,8067
  306.9,close,4!78{9Q}YT,Mint,46,247
  634.6,close,4!22{1B}QV,Oregano,51,3449
  351.9,open,8!30{5S}ZI,Mint,41,8102
  148.2,close,8!95{3H}XT,Basil,51,403
  556.4,open,7!66{8L}PX,Marjoram,49,2362
  115.9,open,7!51{1P}QX,Coriander,46,605
  349.9,close,2!13{65}OI,Rosemary,53,1557
 1896.1,close,0!44{1R}TY,Coriander,50,9763
  412.5,open,0!12{6U}CU,Fennel,48,10538
   73.7,close,9!97{1T}AH,Bergamot,28,1773
  438.7,open,3!80{24S}YW,Rosemary,45,1299
  359.4,open,9!89{6M}OV,Bergamot,46,538
 2902.0,close,0!82{5T}UG,Dill,48,11045
  465.8,close,5!59{2E}ID,Dill,47,119
 3244.6,open,8!3R{3A}WB,Marjoram,48,287
   95.0,close,3!85{6U}EV,Mint,31,1877
  215.1,close,1!49{9O}MG,Sage,7,11833
  547.2,open,2!20{0J}VO,Fennel,50,2604
  673.1,close,9!96{0U}AE,Mint,51,7022
  325.3,close,5!82{9I}FW,Rosemary,46,102
 2627.1,open,1!68{6D}SO,Sage,25,4268
   95.4,close,8!53{0E}WF,Bergamot,17,2177
  503.7,close,3!54{3R}ET,Bay,47,2744
  443.7,open,1!55{5O}BZ,Thyme,46,2353
  383.6,close,8!91{1R}CW,Coriander,42,8834
  537.0,open,5!31{6X}OW,Marjoram,52,7167
  164.2,open,6!49{7P}DR,Marjoram,51,10146
  242.7,open,2!94{1T}UO,Bergamot,45,2384
  606.0,close,5!43{6O}ZM,Coriander,48,3174
  169.6,open,6!02{9G}KL,Marjoram,54,1509
  421.1,open,5!97{8I}OA,Mint,52,2305
  658.3,close,3!27{7X}AY,Dill,46,3274
  676.7,close,0!29{5X}4W,Mint,49,3670
  265.3,close,1!51{7A}JI,Mint,32,5127
  405.8,open,5!17{4L}IA,Mint,50,8752
  377.8,open,2!29{1T}CZ,Rosemary,11,2576
  476.0,open,1!16{6C}KG,Thyme,50,6171
  448.7,close,4!28{1M}KM,Thyme,48,4120
  267.2,open,6681{7Y}TE,Coriander,8,948
  304.6,close,8!686{7D}JC,Mint,48,2617
  667.7,open,4!63{9Y}GD,Mint,15,927
  559.3,close,1!93{5Z}VX,Basil,46,7625
  426.7,close,1!91{9X}WL,Bergamot,46,2679
  360.9,close,8!75{6U}IY,Dill,46,1778
  573.1,open,0!96{8E}HO,Dill,52,2778
  614.2,close,7!89{6E}FZ,Thyme,29,4964
  242.3,close,9!329S}GB,Rosemary,54,2893
  329.2,close,6!77{8&W}JD,Dill,45,5865
    4.2,open,w!55{9B}WG,Oregano,48,308
 2450.1,close,8!53{9A}TS,Fennel,44,1451
  369.9,close,2!76{7T}KX,Rosemary,44,10608
  495.1,open,7!48{3T}YF,Mint,53,2192
  645.0,open,2!63{3W}SK,Bay,46,2790
   20.9,open,9!46{3B}XY,Sage,53,5511
  673.6,close,0!18{7A}AV,Fennel,52,3144
  305.0,open,0!75{9L}WU,Sage,44,1608
 2558.1,close,7!64{7I}HG,Bay,51,3883
  366.6,open,9!85{7E}BP,Bergamot,53,812
  223.8,close,5!99{9U}IM,Borage,39,1211
 2206.6,close,0!29{6H}7E,Rosemary,50,1326
  241.2,open,7!75{9W}UA,Rosemary,51,1557
  201.2,open,0!90{9Y}UH,Thyme,14,3472
  258.0,close,2!15{8H}UC,Dill,50,4201
  380.5,close,2!96{4X}EF,Bergamot,50,6060
  856.0,open,7!88{1B}AM,Thyme,46,1931
 1687.0,open,3!59{2K}BA,Basil,46,3257
  180.1,close,8!79{9W}PF,Fennel,52,744
 1600.2,open,2!61{5G}GO,Fennel,10,3394
 1709.1,open,2!89{8B}DM,Borage,52,888
  487.3,close,5!99{3X}PJ,Bay,52,1938
   90.7,close,9!31{7Z}QW,Bay,28,1445
  662.4,open,1!19{2G}BY,Thyme,44,55
 3687.9,close,9!41{7QQMJ,Thyme,52,2922
  571.1,close,5!40{0E}RA,Rosemary,50,352
  589.0,open,T3!64{4T}WE,Thyme,47,1418
 1691.7,close,3!80{0X}9K,Coriander,51,10758
   78.5,close,7!38{5I}IH,Thyme,15,3626
  537.3,close,9!79{0Q}AO,Thyme,46,2135
  185.1,open,9!07{5Z}LE,Oregano,16,1164
  670.0,close,7!94{8K}WB,Coriander,44,10921
    9.3,open,3!82{4Q}FK,Coriander,50,1803
  381.3,open,3!98{1HMVS,Mint,54,10375
  282.4,open,4!05{6I}SEC,Bay,49,342
  236.1,open,8!50{5E}YH,Marjoram,48,11644
  716.4,open,7!70{5R}JX,Coriander,45,1313
  587.4,open,8!11{1U}GK,Dill,14,704
  527.9,close,3!15{1X}MT,Oregano,53,649
  663.0,open,3!21{1Z}DW,Mint,52,1446
  489.8,close,5!87{5)}QQ,Sage,54,2971
   92.0,open,9!06{2U}SU,Rosemary,48,1628
  381.5,open,7!79{4X}NQ,Mint,22,2303
  167.3,close,4!92{yN}LM,Coriander,13,643
 1617.1,open,5!52{8V}BR,Borage,46,6575
 3139.4,close,0!15{0O}SK,Bergamot,53,3722
 2128.2,close,4!97{2A}EJ,Rosemary,54,623
  333.6,open,7!94{5Q}VZ,Bay,14,1931
 3162.4,close,5!22{9T}AB,Fennel,51,8879
  859.2,open,6!13{0E}AO,Thyme,50,314
  605.5,close,5!51{5M}TK,Bay,46,442
  105.4,open,1!51{3E}TU,Mint,24,8183
 2465.2,close,5!31{8Z}QL,Rosemary,46,1408
  367.3,open,0!57{2W}DP,Basil,47,7668
  202.1,close,5!47{6X}DL,Coriander,47,1801
  118.1,close,6!10{1O}HO,Rosemary,46,10767
   67.2,close,4!64{4E}DV,Thyme,50,2561
 2954.6,close,2!43{4O}EG,Rosemary,50,1255
   16.2,open,4!21{5N}WX,Basil,34,2996
  202.0,close,7!77{9G}XZ,Basil,51,411
  437.0,open,9!87{9U}TX,Coriander,47,662
 2475.0,open,0!61{5Z}CD,Basil,49,929
  431.6,close,1!51{4J}YP,Bergamot,54,8095
  512.6,close,0!04{9V}HF,Thyme,50,1807
  593.4,open,1!47{5Z}WJ,Mint,37,872
   14.9,open,7!10{6D}KK,Basil,45,10758
  171.7,close,8!35{7Q}AP,Bay,14,11051
  264.7,open,2!30{8B}HX,Dill,53,1066
  449.3,open,7!44{2V}GR,Marjoram,26,11824
  629.8,close,1!03{2C}BR,Rosemary,54,140
  588.0,open,7!40{9P}MF,Sage,47,1618
  425.8,open,9!07{3U}RH,Fennel,50,1780
  759.2,close,1!00{3O}TO,Marjoram,45,2397
   55.6,open,4!57{2H}ZE,Sage,46,820
  459.2,open,2!22{1I}OZ,Sage,54,499
 2732.7,close,8!57{6U}XV,Coriander,37,1816
  582.3,close,2!00{7Z}EQ,Coriander,33,3155
  286.3,open,6!62{5X}SU,Mint,48,2661
  466.3,open,8!44{8H}WO,Oregano,53,3474
    7.4,close,5!19{7D}EW,Rosemary,45,1924
  324.4,close,4!53{2G}KT,Basil,53,354
  385.7,close,1!2i{6N}GK,Mint,25,7807
  211.4,close,2!77{3D}OS,Rosemary,48,976
  126.4,close,5!86{6C}RH,Bay,50,1960
  443.4,open,9!7{2H}PP,Coriander,45,3130
  938.7,close,7!00{0WcFM,Thyme,50,1766
 2274.1,close,8!55{2M}AD,Rosemary,53,2278
  623.5,close,1!89{4M}RV,Mint,49,2330
  591.6,open,0!54{9A}EQ,Dill,45,2832
   73.6,close,5!46{2Z}YX,Mint,46,1757
  580.3,close,3!65{7U}FG,Coriander,45,1684
 2835.0,open,1!67{6V}OJ,Dill,44,3519
  265.5,open,5!66{8M}GR,Thyme,28,2221
  138.2,close,8!55{7C}FN,Mint,46,133
  502.4,close,7!31{6Q}SO,Bay,46,3825
 1746.1,close,7!57{5W}AK,Rosemary,46,5942
  326.0,close,2!98{7A}FA,Bergamot,45,5816
   62.1,open,9!71{2W}WB,Bay,51,11059
  371.9,open,4!80{2C}XJ,Mint,47,873
  525.3,close,3!15{2U}WR,Oregano,49,3326
  631.8,open,0!92{7M}RJ,Bergamot,44,159
  667.7,open,4!67{8E}CP,Thyme,50,1216
 1675.9,open,5!J9{1F}JE,Thyme,53,3420
   17.9,close,4!02{8J}RI,Rosemary,44,1766
   63.9,open,9!21{5P}AE,Fennel,49,7047
  626.7,close,8!00{5L}MW,Coriander,44,9036
 1973.5,open,8!36{1S}VW,Fennel,44,1989
  111.3,open,5!44{5W}IS,Mint,33,7363
 3418.5,open,0!77{5P}XJ,Thyme,53,279
  288.5,open,7!58{4N}XS,Rosemary,10,5799
  118.3,open,1!77{5H}FO,Mint,53,8696
 1555.7,close,6!95{6V}KX,Marjoram,53,2918
 2821.2,close,8!03{6G}MK,Mint,45,478
   83.0,open,6!39{9J}VT,Thyme,54,381
  521.2,close,9!39{8K}EK,Borage,48,11690
  542.1,open,7!10{1H}BS,Rosemary,44,1157
 2901.8,close,5!12{7N}HR,Mint,12,1376
  407.9,close,3!76{3W}FZ,Bergamot,52,1423
  417.7,open,9!37{7R}QH,Basil,50,458
  533.4,close,5!16{8F}KR,Coriander,29,2301
  379.2,open,0!78{9V}CT,Marjoram,46,648
  193.8,close,1!50{9T}GF,Bay,54,6283
  255.2,close,3(!52{9T}OG,Thyme,52,2649
  837.6,open,1!45{6N}TF,Bergamot,23,1494
  868.3,close,9!62{0H}OO,Rosemary,54,5838
   72.3,open,0!83{2Q}JQ,Thyme,46,3573
   10.0,open,5!96{0J}AG,Dill,50,2860
  225.5,close,5!99{7K}IS,Fennel,54,5525
   23.0,open,4!1{2I}HA,Bergamot,47,499
  627.7,close,2!14{kP}AZ,Coriander,47,11064
  268.4,close,6!20{4C}WM,Oregano,45,3381
  588.6,close,6!33{1B}YG,Rosemary,54,8259
 1241.8,open,1!77{4I}PP,Fennel,49,1255
 2223.2,close,5!89{4K}NQ,Dill,54,8858
 3314.8,open,0!28{9J}ES,Fennel,18,10668
   94.3,open,2!82{2T}PL,Thyme,44,2252
  108.9,close,1!25{7A}NQ,Basil,47,1332
 1414.3,open,9!03{7K}KS,Rosemary,49,5644
  148.2,open,4!43{1N}SA,Bay,52,2820
  247.0,open,0!38{7E}VJ,Coriander,10,2728
  127.0,close,8!58{5Q}RE,Coriander,44,1853
  414.3,close,7!31{6W}KY,Fennel,51,1006
  351.4,close,8!21{7K}RT,Coriander,52,2353
  572.3,close,3!16{3U}NA,Mint,6,2361
   67.6,close,0!91{5T}RV,Thyme,45,10324
  507.4,open,3!46{2W}AF,Fennel,46,6108
 1533.5,close,4!69{1P}EU,Basil,32,2227
 2437.4,open,9!68{3N}FA,Basil,7,11881
  353.1,open,0!89{2I}KM,Basil,52,61
  233.8,open,8!86{8V}DD,Rosemary,53,1624
  522.2,close,4!94{0S}GM,Borage,50,124
  142.7,open,1!98{0N}HU,Bay,45,3094
  446.0,close,4!52{9X}QW,Fennel,36,7790
    3.8,close,9!51{9T}OQ,Rosemary,44,5720
  335.8,open,3!48{3G}UA,Oregano,48,6980
    3.6,close,9!12{0V}UC,Mint,47,2222
  671.1,close,6!85{5P}DQ,Mint,48,1372
  528.6,open,5!82{5D}AI,Borage,52,1513
  550.4,open,3!15{5R}GZ,Coriander,48,509
  619.5,open,8!01{4B}OH,Coriander,12,3553
  500.6,close,6!38{8L}CY,Sage,52,2155
  421.3,close,4!12{4L}NK,Bay,53,1051
   10.1,close,8!74{4K}SF,Thyme,32,1495
  593.2,open,6!42{8R}CS,Dill,50,1297
 1635.0,close,1!66{RK}UA,Bay,11,2623
   51.2,close,7!37{0D}GE,Borage,49,1113
   22.6,open,7!73{4Z}GC,Sage,50,3575
  232.0,close,9!06{1Q}UQ,Bergamot,40,9166
  533.7,close,7!27o8A}DI,Borage,50,746
  303.1,open,4!54{8D*}NC,Bergamot,49,4201
   91.0,open,6!70{2X}EW,Marjoram,48,2668
  866.0,open,5!08{3G}TF,Thyme,53,1477
  307.3,open,0!18{4V}TV,Mint,44,2227
  304.6,close,1!16{9W}MU,Oregano,44,4972
  437.5,close,6!72{0M}QV,Bay,48,4611
  274.0,close,2!92{8D}MP,Bergamot,52,3451
  462.4,open,7!80{8O}KN,Rosemary,51,2391
 1087.3,open,5!35{9A}MN,Bergamot,51,1275
  160.8,open,3!73{1K}PV,Oregano,49,7581
  311.2,open,0!44{3S}VF,Thyme,45,2992
  275.3,close,7!14{3Z}GE,Bay,52,3274
 3746.7,close,4!56{1S}LX,Rosemary,48,3402
 2828.9,open,2!28{6Q}ZD,Dill,47,2167
  231.1,close,0!25{7V}XO,Basil,53,944
  547.4,close,7!10{3I}GA,Dill,50,2484
  454.8,open,2!{4{8X}TZ,Rosemary,53,1937
  662.7,open,3!05{7S}TY,Bay,32,364
  543.7,open,8!58{2I}AS,Fennel,37,1438
  446.4,close,1!28{4J}DH,Mint,24,2953
  398.9,open,0!75{4A}UY,Oregano,48,489
  250.1,close,4!35{2F}TH,Rosemary,18,6980
   51.9,open,6!01{8E}PC,Basil,23,847
  533.2,open,8!51{1J}ZM,Fennel,48,1123
   17.3,close,4!48{1H}MF,Borage,34,2165
   96.9,close,9!03{6F}CA,Sage,50,9485
 1869.0,close,6!47{7A}JI,Coriander,51,2304
  384.7,open,0!39{4O}HC,Basil,17,264
  552.8,open,0!31{0R8UA,Dill,31,6137
 3064.7,open,0R69{7F}MU,Dill,44,573
  180.7,open,1!55{1P}ZP,Basil,52,2367
  670.0,open,6!67{7O}AR,Sage,52,170
  442.9,open,9!00{7A}BI,Coriander,44,7804
  142.3,close,3!66{1D}TV,Fennel,52,165
  503.4,open,4!74{5X}SD,Coriander,8,1114
  607.4,close,8!36{1F}LH,Thyme,52,228
  554.8,close,4!79{7E}KN,Marjoram,24,1888
    2.1,close,5!67{1Z}OC,Thyme,52,3166
 3826.7,open,5!07{9F}QU,Fennel,36,3344
  421.5,open,7!65{6V}OW,Thyme,44,9859
  523.9,close,8!23{4O}MX,Bergamot,53,3218
 3318.9,close,0!73{5T}XA,Fennel,46,3233
  325.6,open,0!14{9Y}YJ,Dill,7,2248
   35.5,close,9!35{4J}RF,Bergamot,48,372
 1583.1,close,3!44{4H}LM,Sage,22,1037
  765.0,open,2!43{5S}RC,Basil,38,217
 1296.4,open,2!26{1G}OW,Bay,54,3247
  625.2,close,4!71{7B}HH,Oregano,48,2886
